DAILY_STRESS,SOCIAL_NETWORK,ACHIEVEMENT,BMI_RANGE,TODO_COMPLETED,DAILY_STEPS,SLEEP_HOURS,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_HOBBY,WEEKLY_MEDITATION,AGE,GENDER,WORK_LIFE_BALANCE_SCORE
3,3,1,2,6,2,7,1,6,1,10,51 or more,Female,634.4
2,2,4,2,5,1,7,2,3,4,7,51 or more,Female,692
1,5,2,2,7,1,7,2,3,3,7,51 or more,Female,651.2
3,10,6,1,10,8,7,2,8,4,10,51 or more,Female,735.9
3,10,6,2,9,7,7,1,10,3,10,51 or more,Male,718.7
2,5,4,2,10,3,10,2,3,5,8,51 or more,Female,701.5
5,1,4,2,5,1,7,1,10,1,10,51 or more,Female,644.4
0,3,7,1,9,10,8,1,4,3,7,21 to 35,Female,700.8
3,5,4,2,8,5,8,2,10,8,10,51 or more,Female,738.9
3,6,3,2,8,8,6,2,3,1,3,21 to 35,Male,635.4
2,8,10,2,6,7,6,2,6,2,10,21 to 35,Female,655.6
5,3,7,1,7,2,8,2,10,2,10,21 to 35,Female,697.5
3,8,5,2,7,4,7,2,3,4,2,21 to 35,Female,662
2,8,7,2,9,5,7,2,4,7,7,51 or more,Female,704.7
3,10,10,2,10,2,8,2,10,6,10,21 to 35,Female,724.7
5,5,0,2,4,5,4,2,2,2,10,36 to 50,Female,649.7
3,5,3,1,6,10,6,2,4,2,7,36 to 50,Male,664.7
2,7,2,2,3,5,7,2,6,2,7,36 to 50,Female,660.5
4,4,10,2,5,6,6,2,10,3,4,21 to 35,Female,674.1
3,10,8,2,6,10,4,2,10,3,1,21 to 35,Female,693.2
3,3,3,2,8,5,7,2,5,3,3,21 to 35,Female,629.9
3,3,10,2,7,2,7,2,10,1,10,21 to 35,Female,648
3,3,10,2,6,2,7,2,10,0,10,21 to 35,Female,644.6
3,10,3,2,3,5,7,1,2,3,5,36 to 50,Female,663.9
4,10,1,1,6,6,7,2,1,3,3,Less than 20,Male,631.8
4,10,1,1,4,6,7,2,1,3,2,Less than 20,Male,618.2
0,10,6,1,2,10,6,1,6,4,10,Less than 20,Male,674.9
5,3,2,1,7,7,7,2,0,0,7,51 or more,Female,666
3,5,6,1,8,10,8,2,5,2,7,51 or more,Female,734.8
0,8,0,1,5,10,6,2,10,3,10,51 or more,Male,710.6
4,7,3,2,8,7,7,2,3,8,6,21 to 35,Male,657.5
2,5,5,1,7,7,8,1,7,3,4,21 to 35,Female,690
5,10,10,1,8,5,8,1,10,5,0,21 to 35,Female,630.1
2,7,10,2,10,10,7,2,7,3,3,36 to 50,Female,705.7
4,10,1,1,5,10,7,2,10,1,7,21 to 35,Female,697.2
0,10,7,2,10,7,8,2,10,3,10,36 to 50,Female,747.8
4,7,2,1,3,8,6,1,3,3,8,21 to 35,Female,628.6
5,10,3,2,2,6,7,2,10,3,7,51 or more,Female,635.2
4,2,2,2,3,5,10,2,3,5,5,21 to 35,Female,645.8
2,10,4,1,6,10,7,2,10,9,8,21 to 35,Female,734.6
3,10,6,1,10,6,7,1,10,3,7,21 to 35,Female,706.6
3,10,7,1,8,5,7,1,2,5,5,21 to 35,Female,677.5
3,10,5,1,8,5,7,1,4,3,5,21 to 35,Female,682.6
2,3,3,1,8,10,8,2,8,2,5,36 to 50,Female,677
3,7,10,2,8,5,7,2,9,1,9,36 to 50,Male,697.9
4,7,5,1,7,9,6,2,10,10,3,36 to 50,Female,715.5
4,8,6,2,6,5,7,2,4,1,4,36 to 50,Female,638.4
5,10,4,2,8,8,7,2,8,2,3,21 to 35,Male,654.3
2,5,3,2,8,8,8,2,8,7,8,36 to 50,Female,720.8
1,1,1,2,5,8,7,2,10,3,10,36 to 50,Female,662.8
3,10,3,1,5,5,7,2,1,2,5,21 to 35,Female,677.5
3,3,6,1,10,4,6,2,4,10,7,36 to 50,Female,707.7
2,4,4,2,8,8,6,2,7,2,10,21 to 35,Male,669.4
2,7,6,1,4,4,7,2,3,2,4,21 to 35,Female,682.4
5,10,2,1,9,6,8,1,0,7,2,21 to 35,Female,659.2
2,2,9,1,4,7,6,2,6,1,10,51 or more,Female,687.9
4,7,1,1,8,6,8,2,3,2,4,21 to 35,Female,688.1
3,6,6,2,5,7,7,2,10,10,7,21 to 35,Male,701.7
2,10,10,1,7,10,7,2,10,6,10,21 to 35,Male,732.9
3,3,5,1,6,8,8,2,3,1,6,51 or more,Female,685.1
4,7,7,1,8,3,6,2,5,2,7,36 to 50,Female,699
3,10,3,2,7,10,7,1,4,8,0,21 to 35,Female,639.4
4,10,5,1,9,7,6,2,9,8,10,21 to 35,Female,744
4,10,3,2,6,8,7,1,3,8,0,21 to 35,Female,622
1,4,6,1,6,8,7,2,10,2,6,36 to 50,Female,720.6
3,10,10,2,10,8,8,2,8,5,10,21 to 35,Female,708.9
3,10,0,1,3,9,6,2,3,8,3,36 to 50,Male,681.5
2,10,5,1,8,5,7,1,3,4,3,21 to 35,Female,663.9
1,1,3,1,5,7,7,2,7,1,3,21 to 35,Female,649
2,5,2,1,8,7,6,1,2,2,7,36 to 50,Male,626.7
2,4,6,2,10,5,8,1,7,8,5,21 to 35,Female,704.9
3,10,4,1,7,10,6,1,10,8,10,21 to 35,Female,685.1
4,10,3,2,8,8,7,2,10,1,5,21 to 35,Female,683.2
3,10,8,2,8,3,8,2,10,8,8,36 to 50,Male,728.3
2,5,5,1,8,4,8,2,4,2,7,21 to 35,Female,704.7
3,10,3,1,7,6,7,2,4,7,3,21 to 35,Female,684.5
5,5,3,2,6,4,5,2,10,5,0,21 to 35,Female,671.8
2,2,0,1,5,2,7,1,3,2,5,21 to 35,Female,605.5
3,10,5,1,4,3,8,1,10,10,5,21 to 35,Male,682.4
3,10,5,2,10,3,7,1,4,6,3,21 to 35,Male,655
3,10,3,1,6,3,7,2,5,3,10,36 to 50,Female,711.1
1,10,1,1,6,5,6,1,5,2,5,21 to 35,Female,672.2
3,10,4,1,7,8,6,2,5,8,7,21 to 35,Female,691.5
4,10,7,1,7,8,6,1,3,6,10,21 to 35,Female,664.3
3,10,7,1,7,5,6,1,8,2,6,21 to 35,Female,684.1
1,10,8,2,10,10,7,2,10,1,10,36 to 50,Female,763.5
1,4,2,1,7,10,7,2,2,0,3,36 to 50,Female,658.1
5,9,10,1,3,3,4,2,10,2,4,Less than 20,Male,668
4,6,5,1,5,3,6,1,3,1,3,Less than 20,Female,612.3
2,4,1,2,8,7,7,2,0,1,5,51 or more,Female,625.2
3,10,1,1,5,10,5,2,3,7,7,51 or more,Female,707
1,10,2,1,7,1,8,1,10,8,3,36 to 50,Female,636.1
4,8,9,2,6,7,7,2,7,9,10,21 to 35,Female,740.8
2,10,6,1,8,8,6,2,10,10,10,21 to 35,Male,749.3
2,6,5,1,10,7,7,1,7,8,10,21 to 35,Female,723.8
3,5,3,1,7,2,6,1,2,3,4,21 to 35,Male,654.6
3,10,5,2,8,9,7,2,6,9,5,21 to 35,Female,681.7
3,10,3,2,3,3,7,1,5,8,6,21 to 35,Male,655
5,10,4,2,5,2,8,2,10,4,5,21 to 35,Female,689
4,10,6,1,8,10,8,1,10,8,5,21 to 35,Female,712.7
3,10,3,1,1,8,7,2,10,10,2,36 to 50,Female,701.9
3,10,7,1,7,5,6,2,9,8,9,21 to 35,Male,730
4,3,0,2,1,10,4,2,10,0,10,21 to 35,Male,618.4
1,5,1,1,5,2,8,1,3,4,2,21 to 35,Female,634.6
3,8,3,2,3,3,7,2,1,1,3,21 to 35,Female,615.9
2,5,3,1,5,7,7,1,5,6,7,21 to 35,Female,669.4
4,9,8,2,9,9,7,2,8,9,5,21 to 35,Male,700.4
2,6,7,1,7,8,7,2,4,4,5,21 to 35,Male,696.8
3,10,8,2,5,6,6,1,7,8,9,21 to 35,Female,714.9
1,10,3,2,8,10,6,1,4,8,3,21 to 35,Female,659.6
1,10,4,2,7,10,6,1,7,8,2,21 to 35,Female,669.8
5,2,0,1,1,3,5,2,4,0,8,36 to 50,Female,634.2
3,10,8,1,2,8,6,2,6,10,1,21 to 35,Female,720.4
3,10,6,1,1,10,6,2,8,10,1,21 to 35,Female,724.2
2,4,2,1,7,6,8,1,2,1,4,21 to 35,Male,623.5
2,4,2,1,7,6,8,1,2,2,4,21 to 35,Male,623.5
2,10,3,1,9,6,8,2,10,7,5,21 to 35,Female,723.8
1,10,3,1,3,8,8,2,8,6,7,21 to 35,Male,720.8
4,2,2,2,5,6,7,1,1,2,7,21 to 35,Female,591
3,4,8,2,9,6,7,2,7,2,6,21 to 35,Female,704.9
5,2,2,1,7,3,9,1,5,2,1,21 to 35,Female,609.5
5,3,5,1,7,3,9,1,5,3,1,21 to 35,Female,636.7
2,10,2,1,3,2,8,1,6,0,1,21 to 35,Female,632.9
2,7,7,1,5,3,6,2,10,2,3,21 to 35,Male,675.2
2,10,10,1,7,8,6,2,10,10,10,21 to 35,Female,786.7
3,5,6,2,7,8,8,2,10,8,10,21 to 35,Male,725.9
3,9,3,2,9,6,7,2,8,6,6,36 to 50,Female,696.4
3,5,3,1,6,6,6,1,9,5,4,21 to 35,Female,686
0,10,2,2,10,9,6,2,10,2,5,36 to 50,Male,691.7
5,3,10,1,9,8,6,2,10,3,3,21 to 35,Female,718.7
3,6,5,1,8,10,6,2,4,10,10,21 to 35,Male,710.6
3,10,4,2,6,7,7,2,10,8,2,21 to 35,Female,703.4
2,6,3,1,8,10,6,2,4,10,10,21 to 35,Male,715.7
4,3,3,2,0,5,7,1,2,0,2,21 to 35,Male,582.3
2,10,8,1,6,9,6,2,10,8,8,21 to 35,Female,769.9
5,8,3,1,1,1,7,2,8,0,10,21 to 35,Female,627.4
5,3,3,1,7,3,9,1,4,4,1,21 to 35,Female,628.2
2,10,4,1,8,5,8,1,10,8,5,21 to 35,Female,681.1
3,5,7,2,10,10,7,2,5,8,4,21 to 35,Female,700.6
3,10,4,1,2,5,7,2,10,2,4,21 to 35,Female,658.8
1,7,7,2,6,2,6,2,7,6,7,21 to 35,Female,647.8
3,5,3,1,2,2,6,2,4,8,5,21 to 35,Female,654.6
1,10,4,1,8,10,7,2,10,3,7,21 to 35,Male,739.7
3,10,10,1,9,6,7,1,10,3,7,21 to 35,Female,716.8
2,7,8,1,7,10,8,1,2,1,6,21 to 35,Female,683.8
2,8,4,1,5,2,6,1,3,6,8,21 to 35,Male,673.3
3,6,4,2,10,10,8,2,4,8,7,21 to 35,Female,700.8
5,10,4,2,4,2,4,1,4,6,3,21 to 35,Female,613.4
5,10,4,2,3,2,4,1,4,6,2,21 to 35,Female,601.5
1,2,3,1,9,8,7,2,8,2,10,36 to 50,Female,718.9
3,10,3,1,8,6,7,1,5,8,5,21 to 35,Female,682.8
1,3,2,1,7,6,8,2,9,2,5,21 to 35,Male,679.6
3,1,0,1,7,8,9,2,0,0,3,21 to 35,Female,639.4
3,4,3,1,8,7,6,2,3,6,5,21 to 35,Female,681.1
3,10,6,1,9,6,7,1,2,0,5,21 to 35,Female,662.4
3,5,3,1,6,7,7,2,3,6,4,21 to 35,Female,671.1
2,10,4,2,7,5,8,1,4,7,3,21 to 35,Female,655.6
3,2,1,2,6,3,7,2,2,0,3,51 or more,Female,597.2
4,6,5,1,4,6,5,1,5,4,4,21 to 35,Female,639.9
4,5,5,1,4,5,5,1,7,3,4,21 to 35,Female,626.1
4,5,5,1,7,4,8,1,6,9,5,21 to 35,Female,652
3,10,7,1,3,5,8,1,3,6,7,21 to 35,Female,670.9
2,4,6,1,7,7,8,2,7,3,6,21 to 35,Female,710.4
5,1,1,1,10,5,7,1,10,1,2,21 to 35,Female,624.8
4,5,2,2,4,8,6,1,6,3,4,36 to 50,Male,620.1
3,10,6,2,8,9,7,1,9,1,7,21 to 35,Female,693.6
3,2,2,1,6,7,8,1,5,2,7,21 to 35,Male,633.9
2,10,10,2,8,5,8,2,10,3,10,51 or more,Female,728.7
2,10,10,2,7,10,7,1,10,3,4,21 to 35,Female,695.5
5,10,2,2,7,2,7,2,5,0,10,36 to 50,Male,614
1,5,0,2,1,6,7,1,4,4,5,36 to 50,Male,631.8
2,10,10,1,5,3,6,1,10,8,10,21 to 35,Male,714.3
4,10,5,2,3,5,6,1,5,1,5,21 to 35,Female,599.1
4,0,5,2,6,3,7,2,3,8,5,36 to 50,Female,629.5
4,5,5,1,10,10,8,2,6,0,2,36 to 50,Female,665.1
1,1,4,1,8,10,7,2,3,2,10,51 or more,Female,712.5
2,5,3,1,7,9,7,2,2,3,6,21 to 35,Female,676.6
1,8,1,1,5,8,7,2,9,1,10,36 to 50,Female,708.7
5,10,3,2,6,4,5,1,4,5,5,21 to 35,Female,651.4
4,10,4,2,6,4,5,1,4,6,5,21 to 35,Female,659.9
4,8,4,2,6,4,5,1,4,6,5,21 to 35,Female,658.2
3,7,3,1,10,10,8,2,2,5,10,36 to 50,Female,682.1
5,10,0,1,6,7,7,2,2,1,7,36 to 50,Female,666
4,8,6,1,7,3,7,1,10,6,7,21 to 35,Female,709.4
3,5,1,2,0,6,7,2,3,0,2,36 to 50,Female,609.7
4,3,4,1,7,4,6,2,6,3,5,36 to 50,Female,670.3
3,10,3,1,10,2,6,1,10,1,10,21 to 35,Female,686.9
2,1,5,1,4,7,7,2,3,2,10,51 or more,Female,662.6
1,6,2,1,9,4,9,2,3,1,7,51 or more,Female,694.7
5,10,1,2,3,2,7,1,2,1,2,36 to 50,Female,600.4
5,10,1,2,3,2,7,1,2,1,2,36 to 50,Female,600.4
1,10,5,2,8,5,6,2,10,5,2,36 to 50,Male,629.7
2,7,3,1,5,6,8,1,2,2,6,21 to 35,Female,633.7
5,5,4,1,2,4,6,1,3,0,4,51 or more,Male,607.4
3,7,3,1,7,2,8,2,2,1,5,Less than 20,Female,668.6
5,4,2,2,6,5,7,1,3,2,5,36 to 50,Female,618
2,10,2,1,7,5,6,2,0,8,2,36 to 50,Female,677.3
4,5,5,1,10,5,5,2,2,3,3,51 or more,Female,689
4,8,3,1,6,2,7,2,6,2,4,36 to 50,Female,648
2,5,0,1,10,5,7,1,5,4,10,51 or more,Male,650.3
1,7,4,1,10,6,7,2,10,6,4,51 or more,Male,737.2
2,3,2,1,5,8,8,2,4,2,10,36 to 50,Male,654.5
3,3,6,1,2,6,7,1,5,1,10,21 to 35,Female,628.4
3,10,3,1,5,4,7,2,5,1,4,36 to 50,Female,651.8
0,10,3,2,5,1,5,2,5,1,10,36 to 50,Female,698.4
4,3,0,1,3,10,8,2,7,3,5,Less than 20,Female,624.3
5,4,0,1,1,4,9,2,2,1,8,51 or more,Female,636.9
3,4,3,2,4,10,6,1,5,1,5,36 to 50,Male,612
5,7,10,1,3,6,7,2,8,4,10,51 or more,Female,725.3
4,10,10,2,7,10,7,2,3,5,7,36 to 50,Male,707.4
3,10,5,2,9,6,7,2,10,4,10,21 to 35,Male,718.5
3,5,2,2,1,6,7,2,10,2,10,51 or more,Male,625
4,10,3,2,5,6,8,2,3,2,10,36 to 50,Female,652.4
3,1,0,1,5,1,6,2,1,1,1,21 to 35,Female,586.4
5,9,3,2,4,3,6,1,2,2,3,36 to 50,Female,590.2
4,5,10,1,8,4,8,2,10,2,6,36 to 50,Female,718.3
3,7,0,2,1,7,8,1,4,0,7,21 to 35,Female,601.6
2,7,0,2,1,6,8,1,3,1,5,21 to 35,Female,584.4
0,10,10,2,6,10,7,2,9,5,8,21 to 35,Female,732.9
3,10,4,1,5,8,7,2,6,3,10,36 to 50,Male,700.2
5,10,2,1,5,5,6,1,5,0,2,51 or more,Male,622.9
3,10,5,1,8,7,7,2,10,8,6,36 to 50,Female,751
5,7,3,2,7,3,6,2,10,1,6,36 to 50,Male,632.7
5,7,5,2,7,3,6,2,10,1,6,51 or more,Male,639.5
3,8,0,1,4,4,8,2,5,3,7,36 to 50,Female,662.2
3,2,1,1,3,4,10,1,4,2,6,21 to 35,Female,625.2
4,4,3,1,8,2,6,2,1,1,5,21 to 35,Female,607
2,3,2,1,10,10,7,2,10,8,7,51 or more,Female,704
3,7,2,2,3,3,5,1,10,8,5,36 to 50,Male,639.3
1,3,5,1,9,9,4,2,8,4,10,51 or more,Male,693
1,3,5,1,9,9,4,2,8,4,10,51 or more,Male,693
1,2,5,2,5,4,8,2,5,2,5,Less than 20,Female,638.4
4,0,0,1,2,5,7,1,1,0,10,21 to 35,Female,592.5
4,10,8,2,8,3,8,1,10,1,7,21 to 35,Female,685.8
3,10,10,2,8,3,8,1,10,2,3,21 to 35,Female,685.8
2,2,2,1,8,6,7,2,7,6,9,36 to 50,Female,691.3
4,7,2,1,4,10,6,2,2,0,8,36 to 50,Female,668.1
1,7,7,1,8,5,7,2,10,1,1,51 or more,Male,689.4
3,4,3,1,4,10,6,1,3,4,4,36 to 50,Male,647.7
1,6,3,1,10,6,8,2,5,6,6,51 or more,Female,725.5
5,2,1,2,2,5,10,1,3,0,7,21 to 35,Female,598.2
1,10,1,1,7,2,7,2,2,1,5,21 to 35,Male,673.5
1,1,1,1,8,3,8,2,3,7,10,36 to 50,Female,685.8
3,10,7,2,7,10,6,2,5,3,5,36 to 50,Female,676.6
3,10,1,1,3,4,8,1,9,5,10,36 to 50,Female,657.1
2,7,5,1,8,4,6,2,9,3,5,21 to 35,Male,702.6
3,5,8,2,8,2,8,2,8,10,10,21 to 35,Female,712.8
5,10,7,2,0,10,7,2,10,2,10,51 or more,Male,704
0,6,2,2,7,6,8,2,6,5,6,21 to 35,Male,686.4
2,3,4,1,5,8,8,2,10,1,3,36 to 50,Female,674.9
4,5,7,1,6,6,8,2,7,5,7,36 to 50,Female,681.3
2,5,3,1,6,7,7,2,4,3,9,Less than 20,Female,654.1
4,10,4,2,7,9,6,2,5,1,5,21 to 35,Male,703.6
3,5,8,1,8,2,8,2,6,4,1,36 to 50,Female,689
5,4,2,2,2,2,5,2,4,0,0,36 to 50,Female,588.1
2,10,6,1,3,7,7,2,5,3,7,21 to 35,Female,688.1
3,10,5,1,7,10,6,2,8,3,3,21 to 35,Female,717.4
2,8,3,2,7,3,7,2,7,6,7,36 to 50,Male,656.7
4,5,4,1,1,3,7,2,6,1,2,21 to 35,Male,607.4
1,10,3,2,3,5,7,2,6,2,7,51 or more,Male,682.6
3,2,4,2,2,6,6,2,10,1,5,51 or more,Male,658.8
3,2,5,2,1,6,6,2,10,1,5,51 or more,Male,657.1
3,10,4,1,5,8,8,1,5,2,3,21 to 35,Female,668.1
2,10,3,1,9,10,7,2,5,3,6,21 to 35,Male,719.3
2,10,3,1,10,10,7,2,4,8,5,21 to 35,Male,719.3
5,2,2,2,0,6,4,1,9,5,0,Less than 20,Female,568.3
1,6,7,1,8,8,8,2,10,2,7,51 or more,Female,739.5
5,10,1,1,2,3,7,1,3,1,3,21 to 35,Female,612.5
1,3,8,2,8,10,7,2,10,8,10,51 or more,Female,743.1
3,7,6,1,3,6,6,1,6,3,4,21 to 35,Male,628.2
5,5,7,2,5,3,7,2,4,5,2,36 to 50,Male,636.3
5,10,1,1,2,3,7,1,3,1,3,21 to 35,Female,612.5
2,3,1,2,6,3,7,2,1,0,0,21 to 35,Male,581.9
4,7,2,1,3,10,8,1,2,0,10,36 to 50,Female,622.6
3,8,2,2,7,8,6,2,7,3,2,36 to 50,Female,652.4
2,10,7,1,8,8,7,2,7,4,9,Less than 20,Female,744.4
3,10,6,1,5,8,7,2,10,1,5,36 to 50,Female,737.6
3,10,10,1,7,5,7,2,10,1,10,21 to 35,Female,716.6
2,6,3,1,3,5,7,1,1,1,5,21 to 35,Male,623.1
2,6,3,2,3,1,7,1,4,3,7,36 to 50,Female,579.8
5,6,1,1,2,10,8,2,2,0,7,36 to 50,Female,609
4,7,4,2,8,8,6,2,5,4,3,36 to 50,Female,655.8
0,3,1,2,3,2,8,2,4,3,7,21 to 35,Female,643.1
1,5,4,1,8,9,8,2,5,6,9,36 to 50,Female,719.3
2,7,2,1,8,6,7,2,4,2,5,36 to 50,Female,670.9
4,10,2,2,7,4,5,1,10,0,0,21 to 35,Female,608.9
3,7,2,1,5,7,6,2,4,2,7,21 to 35,Female,657.3
4,6,0,1,2,8,7,1,5,5,10,51 or more,Female,642.4
5,10,7,1,5,3,8,2,10,3,10,36 to 50,Female,714.7
2,10,2,1,10,10,6,2,10,8,10,36 to 50,Male,742.9
0,4,0,2,3,7,7,2,2,0,5,36 to 50,Male,620.1
4,9,0,2,2,6,7,1,0,1,2,36 to 50,Female,599.5
3,10,3,1,6,5,7,2,5,6,5,51 or more,Female,697.9
3,10,0,1,5,5,7,2,2,6,5,51 or more,Male,646.9
3,10,8,2,10,5,8,2,3,1,2,21 to 35,Male,642
3,2,0,2,1,1,7,1,0,0,2,36 to 50,Female,566.2
4,7,6,1,5,5,7,2,5,8,3,51 or more,Female,689.4
2,10,5,2,10,7,7,2,1,3,4,51 or more,Female,659.2
4,7,5,2,8,8,5,2,7,4,2,36 to 50,Female,662.4
4,10,5,2,5,10,8,2,2,2,5,21 to 35,Male,665.1
4,10,4,1,4,7,7,2,7,2,3,21 to 35,Female,700
1,7,5,2,10,1,7,2,3,3,10,51 or more,Female,678.4
5,10,2,2,3,1,7,1,10,10,4,36 to 50,Female,656.3
4,5,7,1,7,8,8,1,5,10,9,21 to 35,Male,729.3
5,10,4,1,3,8,8,2,4,0,2,21 to 35,Female,678.3
4,10,0,2,3,10,6,2,0,0,7,36 to 50,Female,618.8
3,10,5,1,8,6,8,2,5,1,3,51 or more,Female,708.5
5,7,0,1,5,6,5,2,3,4,5,Less than 20,Female,619.5
1,10,4,1,8,10,7,2,8,4,8,36 to 50,Male,688.7
5,10,9,1,8,9,8,2,5,3,7,Less than 20,Female,709.1
3,10,3,2,8,5,8,1,7,6,2,Less than 20,Female,645.4
3,10,10,1,8,8,7,1,10,2,4,Less than 20,Female,708.7
4,10,2,1,8,6,5,2,4,6,7,Less than 20,Female,677.3
2,10,10,1,6,8,8,1,10,3,10,Less than 20,Male,715.7
3,10,3,2,9,4,8,1,7,3,3,Less than 20,Female,655.4
3,9,7,1,7,9,7,2,6,7,6,21 to 35,Male,707.2
1,6,5,1,6,3,8,1,4,5,7,21 to 35,Male,706.2
4,10,10,1,5,9,7,2,8,0,4,Less than 20,Male,647.7
1,10,5,2,2,7,8,1,4,4,8,Less than 20,Male,616.9
3,10,1,2,2,4,5,1,2,0,5,Less than 20,Male,605.5
3,10,1,2,6,10,6,2,8,1,7,36 to 50,Male,674.9
3,10,5,2,7,7,7,2,10,3,8,Less than 20,Male,701.7
3,7,5,2,6,4,7,2,5,1,6,Less than 20,Female,651.8
3,7,3,1,5,10,9,2,3,10,2,Less than 20,Male,677.2
1,10,6,1,8,8,9,2,7,4,10,Less than 20,Female,744.8
4,10,3,1,6,6,7,1,5,1,5,Less than 20,Female,635.2
5,4,2,1,6,5,4,1,0,0,0,Less than 20,Female,591.9
4,10,0,1,7,2,9,1,0,2,2,Less than 20,Female,597.4
5,10,1,1,2,3,8,1,4,0,1,Less than 20,Female,600.8
3,10,5,1,2,10,8,2,7,3,5,Less than 20,Male,695.7
5,5,6,1,9,10,5,1,8,0,0,Less than 20,Female,650.9
3,6,0,1,2,7,3,1,1,0,1,Less than 20,Female,573.4
5,10,4,1,8,6,8,2,4,0,7,Less than 20,Female,667.7
5,0,3,1,3,8,9,1,1,1,3,21 to 35,Female,596.9
0,10,4,2,5,1,6,2,10,3,10,36 to 50,Male,703.7
2,10,1,2,4,5,7,2,8,8,3,36 to 50,Female,686
3,10,3,1,7,2,6,2,2,1,7,21 to 35,Male,630.8
3,10,2,1,6,6,7,2,2,2,2,Less than 20,Male,657.3
4,6,6,2,8,5,8,2,5,4,4,Less than 20,Female,642
2,10,8,2,3,6,8,1,5,2,5,Less than 20,Female,640.5
5,10,1,1,4,8,6,1,3,2,3,Less than 20,Female,645.6
2,10,6,1,4,7,7,2,3,2,5,Less than 20,Female,660.9
4,10,8,1,7,7,7,2,7,3,3,Less than 20,Male,691.5
3,10,10,1,8,2,7,1,7,4,10,Less than 20,Female,648
5,4,0,1,1,6,8,1,5,3,7,Less than 20,Female,603.1
4,4,4,1,0,2,9,1,0,3,5,Less than 20,Female,594
3,10,2,1,1,10,7,1,5,1,6,Less than 20,Female,654.7
1,10,0,1,5,5,8,1,3,4,10,Less than 20,Male,694.7
1,10,0,1,8,8,6,2,7,1,10,Less than 20,Male,659.2
4,10,7,1,3,2,8,2,8,6,5,Less than 20,Male,721.3
4,10,1,1,0,7,6,1,1,0,4,Less than 20,Female,591
5,10,5,2,6,10,8,1,3,8,10,Less than 20,Female,668.5
3,10,7,2,3,7,6,2,3,2,6,Less than 20,Female,669.2
3,6,4,1,0,8,7,2,5,1,2,Less than 20,Female,644.1
4,10,2,1,3,2,8,1,0,2,3,Less than 20,Female,590.4
2,10,7,1,5,9,8,2,4,1,2,Less than 20,Female,658.1
3,10,5,1,5,8,7,1,5,2,3,Less than 20,Female,637.3
3,10,10,1,7,8,8,2,10,8,5,21 to 35,Male,734.4
3,10,10,1,7,7,8,2,10,8,6,36 to 50,Male,747.8
2,7,1,1,6,2,8,2,9,1,7,21 to 35,Female,666.9
5,10,4,1,5,7,10,2,4,6,3,Less than 20,Male,663.2
4,10,1,1,3,6,7,1,10,1,2,21 to 35,Female,638.6
1,10,5,1,7,7,7,2,3,6,10,Less than 20,Female,686.4
4,10,8,2,2,2,6,2,0,1,1,36 to 50,Male,612.1
4,3,2,1,2,6,6,2,0,0,4,21 to 35,Female,612.9
1,4,3,2,2,2,5,2,6,0,4,51 or more,Female,634
2,7,2,1,8,3,8,2,8,1,5,Less than 20,Female,677.3
4,7,6,2,5,1,6,2,9,8,10,36 to 50,Male,685
2,10,3,2,8,8,7,2,3,6,7,36 to 50,Female,696.8
2,6,2,1,9,4,7,2,6,2,5,21 to 35,Female,663.7
4,1,3,1,3,4,7,1,3,1,3,21 to 35,Male,602.5
2,5,2,1,7,2,8,2,10,6,9,21 to 35,Female,692.4
3,8,2,1,4,8,7,2,3,3,2,21 to 35,Male,667.9
4,3,0,1,0,6,6,2,2,0,2,21 to 35,Female,585.7
3,7,4,1,2,8,9,1,1,1,10,21 to 35,Female,629.2
5,3,1,2,0,1,3,1,2,1,3,Less than 20,Female,546.7
3,3,3,1,6,5,6,2,3,1,6,51 or more,Female,631.4
2,5,0,1,5,6,8,2,0,2,10,36 to 50,Female,664.3
4,10,4,2,3,3,7,2,3,2,5,51 or more,Female,677.1
4,3,6,1,4,2,7,2,7,4,8,21 to 35,Male,646.3
1,5,3,2,4,3,6,1,5,2,0,36 to 50,Female,653.1
3,5,3,2,2,7,8,2,6,1,10,21 to 35,Female,657.7
1,7,2,1,2,2,8,2,2,0,7,21 to 35,Male,629.5
4,3,0,2,0,2,4,2,3,2,1,36 to 50,Male,550.5
2,6,9,1,7,5,7,2,8,4,9,36 to 50,Male,730.2
5,0,0,2,0,1,4,1,10,0,10,51 or more,Female,531.6
4,3,5,2,7,3,7,1,5,1,3,51 or more,Female,615.9
2,6,8,1,6,6,1,2,8,7,8,36 to 50,Female,679.9
0,10,10,1,10,10,10,2,5,2,10,51 or more,Female,759
4,5,3,1,10,10,8,2,10,6,7,36 to 50,Female,729.7
2,4,3,2,3,3,8,1,4,2,6,21 to 35,Male,614.4
0,8,4,1,0,6,9,2,3,2,5,21 to 35,Female,667.9
5,10,8,1,5,5,8,2,4,2,3,36 to 50,Female,626.7
5,7,10,1,6,6,8,2,10,1,10,36 to 50,Male,732.3
2,3,2,1,4,3,8,2,1,1,7,21 to 35,Female,621.2
4,8,4,2,6,6,7,1,6,8,8,51 or more,Female,708.3
4,5,5,2,5,1,8,1,10,5,2,36 to 50,Female,648
4,10,1,1,7,2,9,1,2,3,6,21 to 35,Female,646.7
5,10,2,1,7,3,9,1,2,3,3,21 to 35,Female,638.4
